lID,road,neighborhood,npu
1806,Margaret Mitchell Drive Northwest,Margaret Mitchell,A
1807,Connally Drive Southwest,Greenbriar,R
1808,Whatley Street Southeast,Lakewood Heights,Y
1809,Baker Road Northwest,Center Hill,J
1810,Oak Valley Road Northeast,Lenox,B
1811,Hilburn Drive,East Atlanta,W
1812,Atlanta Avenue Southwest,Peoplestown,V
1813,Moreland Avenue Southeast,Edgewood,O
1814,Martin Street Southeast,Peoplestown,V
1815,Oliver Road Southwest,Ben Hill Pines,P
1816,McMurray Drive Southwest,Southwest,R
1817,Elizabeth Ann Lane Northeast,Lindridge/Martin Manor,F
1818,Clarissa Drive Northwest,Carver Hills,G
1819,Roswell Court Northeast,Buckhead Forest,B
1820,Trestletree Court,Ormewood Park,W
1821,Altoona Place Southwest,Westview,T
1822,Marlbrook Drive Northeast,Candler Park,N
1823,Brentwood Drive Northeast,Garden Hills,B
1824,Baker Road Northwest,Grove Park,J
1825,West End Station,West End,T
1826,Pryor Street,The Villages at Carver,Y
1827,John Street Northwest,English Avenue,L
1828,Gaston Street Southwest,Oakland City,S
1829,Bill Lucas Drive Southeast,Summerhill,V
1830,Spink Street Northwest,Riverside,D
1831,Maxwell Drive Southwest,Greenbriar,R
1832,Garraux Street,Berkeley Park,D
1833,Worthem Avenue Southwest,Cascade Avenue/Road,S
1834,Roswell Road,South Tuxedo Park,B
1835,Larkin Street Southwest,Castleberry Hill,M
1836,Boulevard Southeast,Grant Park,N
1837,Joseph E. Lowery Boulevard,Atlanta University Center,T
1838,Abbott Street Southwest,Ashview Heights,T
1839,Spring Techwood Connector,Downtown,M
1840,Peachtree Circle Northeast,Ansley Park,E
1841,Hardwick Street Southeast,South Atlanta,Y
1842,Lakewood Raceway,Lakewood Heights,Y
1843,Donald Lee Hollowell Parkway Northwest,Bankhead Courts,H
1844,Genessee Avenue Southwest,Capitol View,X
1845,Lamar Avenue Southwest,Florida Heights,I
1846,Fremont Street Southeast,Lakewood Heights,Y
1847,Burton Street Southeast,South Atlanta,Y
1848,Arizona Avenue Northeast,Edgewood,O
1849,Erin Avenue Southwest,Capitol View Manor,X
1850,Eva Davis Way Southeast,The Villages at East Lake,O
1851,Bobolink Circle Southwest,West Manor,I
1852,Michigan Avenue Northwest,Washington Park,K
1853,Lena Street Northwest,Washington Park,K
1854,Hawkins Street Northwest,Hunter Hills,K
1855,Silver Springs Circle Southwest,Florida Heights,I
1856,Springside Drive Southeast,Glenrose Heights,Z
1857,Beechwood Hills Court Northwest,Mt. Paran/Northside,A
1858,Almont Drive Southwest,Oakland City,S
1859,Childs Drive Northwest,Hunter Hills,K
1860,Lovejoy Street Northwest,Downtown,M
1861,Frederica Street Northeast,Virginia Highland,F
1862,Jett Street Northwest,English Avenue,L
1863,Candlelight Lane Southwest,Baker Hills,H
1864,Cardo Drive Northwest,Lincoln Homes,G
1865,Emerald Court Southwest,Harland Terrace,I
1866,Ivy Chase Way,North Buckhead,B
1867,Overbrook Drive Northwest,Collier Hills,C
1868,Rogers Street Southeast,Kirkwood,O
1869,Glenwood Avenue Southeast,East Lake,O
1870,Moreland Avenue Southeast,Reynoldstown,N
1871,Welch Street Southeast,Custer/McDonough/Guice,W
1872,Defoors Ferry Road Northwest,Underwood Hills,D
1873,Sandtown Road Southwest,Venetian Hills,S
1874,Hammock Place Southeast,Summerhill,V
1875,Sylvan Road,Oakland City,S
1876,Forest Lakes Avenue,The Villages at East Lake,O
1877,Chattahoochee Avenue Northwest,Bolton,D
1878,9th Street Northeast,Midtown,E
1879,Victory Drive Southwest,Sylvan Hills,X
1880,Vera Street Southeast,Ormewood Park,W
1881,Howard Street Northwest,Penelope Neighbors,J
1882,Meadowlane Place Southwest,Meadowbrook Forest,P
1883,Gordon Manor,Lake Claire,N
1884,Wylie Street Southeast,Edgewood,O
1885,Martin Court Southeast,Thomasville Heights,Z
1886,Nancy Creek Road Northwest,Paces,A
1887,Menlo Drive Northwest,Blandtown,D
1888,Grant Terrace Southeast,Grant Park,W
1889,Capitol Avenue Southwest,South Atlanta,Y
1890,Somerset Trail Southwest,Huntington,P
1891,Oakland Drive Southwest,Bush Mountain,S
1892,Philadelphia Avenue,Cascade Avenue/Road,S
1893,O Hara Place Southeast,Leila Valley,Z
1894,Langford Parkway,Meadowbrook Forest,P
1895,Fairlane Drive Southeast,Rosedale Heights,Z
1896,Leslie Street Southeast,Edgewood,O
1897,Oak Street Northwest,Center Hill,J
1898,Eastbrook Terrace,Princeton Lakes,P
1899,Greenbriar Trail Southwest,Greenbriar Village,P
1900,Kenilworth Drive Southwest,Venetian Hills,S
1901,Milton Terrace Southeast,Chosewood Park,Y
1902,Emily Place Northwest,Grove Park,J
1903,Lucile Avenue Southwest,Westview,T
1904,Cascade Falls Drive Southwest,Cascade Heights,I
1905,I 20,Adamsville,H
1906,Gillette Avenue Southwest,Adair Park,V
1907,Midvale Drive Northeast,North Buckhead,B
1908,Buckeye Street Southwest,Sylvan Hills,X
1909,Linwood Avenue Northeast,Poncey-Highland,N
1910,Bellview Avenue Northwest,Center Hill,J
1911,Kingsboro Road Northeast,Lenox,B
1912,Maryland Avenue Northeast,Virginia Highland,F
1913,Temple Street Northwest,Bankhead,K
1914,Hillside Drive Southwest,Capitol View Manor,X
1915,Walnut Street Northwest,Vine City,L
1916,Auditorium Place Southeast,Downtown,M
1917,Lavender Drive Northwest,Hunter Hills,K
1918,Victor Street,Kirkwood,O
1919,West Highland Drive Northwest,West Highlands,G
1920,Rickenbacker Drive Northeast,North Buckhead,B
1921,Dollar Mill Road Southwest,Ridgecrest Forest,H
1922,Roswell Road Northeast,North Buckhead,B
1923,Mildred Place Northwest,Grove Park,J
1924,Oglethrope Place Apartments,West End,T
1925,Centennial Olympic Park Drive,Downtown,M
1926,Ozburn Road Northwest,Collier Heights,I
1927,Pacer Place,East Chastain Park,B
1928,Peachtree Street,Brookwood,E
1929,Atlanta Student Movement Boulevard,The Villages at Castleberry H,T
1930,Brantley Street Northeast,Reynoldstown,N
1931,Lakeview Drive Southeast,Kirkwood,O
1932,Defoor Landing Northwest,Underwood Hills,D
1933,Lionel Hampton PATH Trail,Penelope Neighbors,J
1934,Howard Street Southeast,Kirkwood,O
1935,Alder Court Southeast,Kirkwood,O
1936,Empire Boulevard Southwest,Glenrose Heights,Z
1937,4th Street Southwest,Hammond Park,X
1938,Deckner Avenue Southwest,Capitol View,X
1939,Tell Place Way,Fairburn Tell,P
1940,Baker Street Northeast,Downtown,M
1941,Euhrlee Street Southwest,Atlanta University Center,T
1942,Sylvan Ridge Drive Southwest,Sylvan Hills,X
1943,Carlisle Way,Old Fourth Ward,M
1944,Mozley Place Southwest,Mozley Park,K
1945,Griffin Street Northwest,English Avenue,L
1946,Glenn Street Southeast,Summerhill,V
1947,Delmar Lane Northwest,Adamsville,H
1948,Ferno Drive Northwest,Lincoln Homes,G
1949,Sandlake Drive,Sandlewood Estates,P
1950,Briarcliff Road Northeast,Atkins Park,F
1951,Troy Street Northwest,Hunter Hills,K
1952,Candler Street Northeast,Candler Park,N
1953,Jones Road Northwest,Collier Heights,I
1954,Whitehall Street Southwest,Mechanicsville,V
1955,Alta Avenue Northeast,Inman Park,N
1956,Courtland Street Southeast,Downtown,M
1957,Northside Drive Southwest,The Villages at Castleberry H,T
1958,Atlanta Industrial Way Northwest,Atlanta Industrial Park,G
1959,Baywood Drive Southeast,Swallow Circle/Baywood,Z
1960,Victoria Falls Court Southwest,Cascade Heights,I
1961,Fulton Industrial Boulevard Northwest,Carroll Heights,H
1962,Alvarado Terrace Southwest,Westview,T
1963,Dalvigney Street Northwest,English Avenue,L
1964,Bonniview Street Southwest,Sylvan Hills,X
1965,Cains Hill Place Northwest,South Tuxedo Park,B
1966,8th Street NW,Midtown,E
1967,Pickfair Avenue Southwest,Lakewood Heights,Y
1968,Northside Parkway Northwest,Mt. Paran/Northside,A
1969,Gordon Avenue Northeast,Lake Claire,N
1970,Poole Place Southwest,West End,T
1971,Waters Drive Southwest,Westview,T
1972,Oak Drive Southwest,Glenrose Heights,Z
1973,Hutchinson Street Northeast,Edgewood,O
1974,Arno Drive Northwest,Carver Hills,G
1975,Baldwin Street Southwest,Ashview Heights,T
1976,Larchmont Drive Northwest,Collier Heights,I
1977,Drewry Street Northeast,Virginia Highland,F
1978,Forrest Park Road Southeast,Norwood Manor,Z
1979,Noble Drive Northeast,Morningside/Lenox Park,F
1980,Collier Road Northwest,Collier Hills,C
1981,1st Avenue Southeast,Kirkwood,O
1982,I 75,Wildwood (NPU-C),C
1983,Liddell Drive Northeast,Morningside/Lenox Park,F
1984,Renaissance Way NE,Old Fourth Ward,M
1985,Grant Park Place Southeast,Grant Park,W
1986,Alberta Drive Northeast,Buckhead Forest,B
1987,Hamilton E Holmes Drive Northwest,Center Hill,J
1988,Sinclair Avenue Northeast,Inman Park,N
1989,Dale Drive Northeast,Peachtree Park,B
1990,Connally Street Southeast,Grant Park,W
1991,Jefferson Chase Circle Southeast,Glenrose Heights,Z
1992,East Side Avenue Southeast,East Atlanta,W
1993,Northside Parkway Northwest,Paces,A
1994,4th Street Northwest,Midtown,E
1995,Paxon Street Southeast,Kirkwood,O
1996,16th Street Northeast,Midtown,E
1997,Watson Circle Southeast,Kirkwood,O
1998,John Lewis Freedom Parkway Northeast,Sweet Auburn,M
1999,Sterling Street Northeast,Candler Park,N
2000,Niskey Lake Trail Southwest,Niskey Lake,P
2001,Salmon Avenue Southeast,East Lake,O
2002,Lucile Avenue Southwest,Harris Chiles,T
2003,Galilee Drive,Almond Park,G
2004,Darlington Road Northeast,Peachtree Park,B
2005,Peachtree Road Northeast,Buckhead Village,B
2006,Mead Street Southeast,Grant Park,W
2007,Hamilton E Holmes Drive Northwest,Collier Heights,I
2008,Vanetta Place Northwest,Collier Heights,I
2009,Dale Creek Drive Northwest,Collier Heights,I
2010,Willis Mill Road Southwest,Audobon Forest,I
2011,Baldwin Street Southwest,Harris Chiles,T
2012,Glendale Terrace Northeast,Midtown,E
2013,Forest Valley Drive Southeast,South River Gardens,Z
2014,Graham Street Southwest,Capitol View,X
2015,Lakewood Way Southwest,Lakewood Heights,Y
2016,Oana Street Southwest,Sylvan Hills,X
2017,Ralph David Abernathy Boulevard,Pittsburgh,V
2018,Stonewall Drive Southeast,Leila Valley,Z
2019,School Drive Southeast,Orchard Knob,Z
2020,Adkins Road Northwest,Fairburn Heights,H
2021,Benjamin E Mays Drive Southwest,West Manor,I
2022,Georgia Avenue,Grant Park,W
2023,17th Street Northeast,Ansley Park,E
2024,Ocala Avenue Southwest,Cascade Avenue/Road,S
2025,Hull Street Northwest,Downtown,M
2026,Peachtree Place Northwest,Midtown,E
2027,Honeysuckle Lane Southwest,Venetian Hills,S
2028,McWilliams Avenue Southeast,East Atlanta,W
2029,Hazelwood Drive Southwest,Magnum Manor,I
2030,Westmoor Drive Northwest,Washington Park,K
2031,2nd Avenue Southeast,East Lake,O
2032,Proctor Street Northwest,English Avenue,L
2033,Akron Drive Southeast,Thomasville Heights,Z
2034,Northside Parkway Northwest,West Paces Ferry/Northside,A
2035,Forrest Way Northeast,Peachtree Heights East,B
2036,Arden Avenue Southwest,Capitol View,X
2037,Stone Road Southwest,Ben Hill Pines,P
2038,Martin Luther King Jr Drive Southwest,Washington Park,K
2039,South Eugenia Place Northwest,Grove Park,J
2040,North Avenue Northeast,Candler Park,N
2041,Dale Drive Southeast,Custer/McDonough/Guice,W
2042,Stella Drive Northwest,Chastain Park,A
2043,Caron Circle Northwest,Collier Heights,I
2044,Plymstock Lane Northwest,Paces,A
2045,Regent Street Southwest,Sylvan Hills,X
2046,Hall Street Southwest,Oakland City,S
2047,McArthur Boulevard Northwest,Bolton,D
2048,Durant Place Northeast,Midtown,E
2049,Wilmer Street Northeast,Old Fourth Ward,M
2050,Alston Drive Southeast,East Lake,O
2051,Pearl Street Southeast,Grant Park,W
2052,Susan Lane Southwest,Mellwood,P
2053,Crescendo Drive Northwest,Collier Heights,I
2054,Cleveland Avenue Southeast,South River Gardens,Z
2055,Lakeshore Drive Northeast,Lake Claire,N
2056,Jett Road Northwest,Chastain Park,A
2057,Basil Way Southwest,Wilson Mill Meadows,H
2058,Indigo Lane Northwest,Collier Heights,I
2059,Bonneville Terrace Northwest,Carroll Heights,H
2060,Ridge Avenue Northwest,Center Hill,J
2061,Renaissance Parkway Northeast,Downtown,M
2062,Rhodes Street Northwest,Vine City,L
2063,Porsche Avenue,Blair Villa/Poole Creek,Z
2064,Dahlgren Street Southeast,Edgewood,O
2065,Bernina Avenue Northeast,Inman Park,N
2066,Birch Street Southwest,Sylvan Hills,X
2067,Hampton Way Northeast,Lindridge/Martin Manor,F
2068,Ollie Circle Northwest,Washington Park,K
2069,Dollar Mill Road Southwest,Boulder Park,H
2070,Gartrell Street Southeast,Old Fourth Ward,M
2071,Inwood Circle Northeast,Midtown,E
2072,Campbellton Road,Elmco Estates,P
2073,Handley Avenue Southwest,Westwood Terrace,I
2074,Dellwood Drive Northwest,Collier Hills North,C
2075,Rolling Hill Road Southwest,Elmco Estates,P
2076,Hosea L Williams Drive Southeast,East Lake,O
2077,Dearborn Street Southeast,Kirkwood,O
2078,Berean Avenue Southeast,Cabbagetown,N
2079,Hortense Place Northwest,Grove Park,J
2080,Hampton Terrace Northeast,Lake Claire,N
2081,Center Street Northwest,Downtown,M
2082,Mailing Avenue Southeast,Chosewood Park,Y
2083,Sherwood Road Northeast,Morningside/Lenox Park,F
2084,Atlantis Avenue Northeast,Inman Park,N
2085,State Street Northwest,Marietta Street Artery,E
2086,West Marietta Street Northwest,Rockdale,G
2087,Jasmine Circle Northwest,West Highlands,G
2088,Rockmart Drive Southwest,Mozley Park,K
2089,Martin Luther King Jr Drive Southwest,Just Us,T
2090,Woodbine Avenue Southeast,Kirkwood,O
2091,Fleetwood Circle Southwest,Beecher Hills,I
2092,McGill Park Avenue Northeast,Old Fourth Ward,M
2093,Vine Street Northwest,Vine City,L
2094,Holly Downs Court Northwest,Home Park,E
2095,Church Street Northwest,Scotts Crossing,G
2096,Allegro Drive Northwest,Collier Heights,I
2097,Hartford Place Southwest,Capitol View,X
2098,Hazelwood Drive Southwest,East Ardley Road,I
2099,Linden Avenue Northeast,Downtown,M
2100,Eureka Drive Northeast,Peachtree Hills,B
2101,Judy Lane Southwest,Browns Mill Park,Z
2102,Neal Street Northwest,Bankhead,K
2103,Reinhardt Street Southeast,Cabbagetown,N
2104,Stratford Road Northeast,North Buckhead,B
2105,Alfred Road Northwest,Carroll Heights,H
2106,Boykin Street Southwest,Pittsburgh,V
2107,Westboro Drive Southwest,Oakland City,S
2108,Beechwood Boulevard Southwest,Venetian Hills,S
2109,Thaxton Drive Southeast,Lakewood,Z
2110,Fort Valley Drive Southwest,Pomona Park,R
2111,Palmour Drive,Peachtree Hills,B
2112,Merritts Avenue Northwest,Downtown,M
2113,Polar Rock Terrace Southwest,Polar Rock,Z
2114,Martin Luther King Jr Drive Southwest,Hunter Hills,K
2115,Clifton Street Northeast,Kirkwood,O
2116,Dearwood Drive Southwest,Hammond Park,X
2117,Randee Street Northwest,Bolton Hills,G
2118,East Rock Springs Road Northeast,Morningside/Lenox Park,F
2119,Havilon Drive Southwest,Cascade Avenue/Road,S
2120,Chastain Park PATH Trail,Chastain Park,A
2121,West Manor Circle Southwest,West Manor,I
2122,Harlan Road Southwest,Peyton Forest,I
2123,Brandywine Street Southwest,Sylvan Hills,X
2124,Forrest Park Road Southeast,Leila Valley,Z
2125,Brownlee Road Southwest,West Manor,I
2126,Kirkwood Avenue Southeast,Cabbagetown,N
2127,Hansell Street Southeast,Grant Park,W
2128,Booker Washington Drive Northwest,Vine City,L
2129,Bridges Avenue Southwest,Bush Mountain,S
2130,Pomona Circle Southwest,Perkerson,X
2131,Biggers Street Southeast,Grant Park,W
2132,Dodson Drive Southwest,Southwest,R
2133,Croft Place Northwest,Carroll Heights,H
2134,Jonesboro Road Southeast,Orchard Knob,Z
2135,Engle Road Northwest,Collier Heights,I
2136,Spreading Oak Drive Southwest,East Ardley Road,I
2137,Manor Court,Fairburn Mays,H
2138,Piedmont Road Northeast,Piedmont Heights,F
2139,Westside BeltLine Connector,Bankhead,K
2140,Church Street Northwest,Center Hill,J
2141,West Paces Ferry Court Northwest,West Paces Ferry/Northside,A
2142,Hamilton E Holmes Drive Northwest,Harland Terrace,I
2143,Peyton Road Southwest,Florida Heights,I
2144,Ryan Street Southwest,Oakland City,S
2145,Lyric Way Northwest,Collier Heights,I
2146,Florence Place Northwest,Grove Park,J
2147,Highwood Drive Southwest,Briar Glen,P
2148,Wood Street Northwest,Grove Park,J
2149,Fitzgerald Street Southeast,Sweet Auburn,M
2150,Fairbanks Street Southwest,Sylvan Hills,X
2151,Virgil Street Northeast,Inman Park,N
2152,Westover Plantation Road Northwest,Westover Plantation,C
2153,Arno Court Northwest,Carver Hills,G
2154,Cranford Drive,Cascade Green,P
2155,Longley Avenue Northwest,Knight Park/Howell Station,K
2156,Handy Drive Northwest,Collier Heights,I
2157,Ashby Terrace Northwest,Washington Park,K
2158,Argonne Drive Northwest,Argonne Forest,C
2159,Simmons Street Northwest,Bankhead,K
2160,Queen Anne Place Northwest,Westover Plantation,C
2161,Grady Place Southwest,West End,T
2162,Spring Valley Lane Northeast,Morningside/Lenox Park,F
2163,Arden Road Northwest,Castlewood,C
2164,Clifton Terrace Northeast,Candler Park,N
2165,Walnut Hill Place Northwest,Westover Plantation,C
2166,Ardley Road Southwest,East Ardley Road,I
2167,Avon Avenue Southwest,Capitol View,X
2168,Rochelle Drive Southwest,West End,T
2169,Perimeter,Mays,H
2170,Westmont Road Southwest,Bush Mountain,S
2171,West Paces Ferry Road Northwest,Randall Mill,A
2172,Country Club Lane Southwest,Southwest,R
2173,Hills Avenue Northwest,Underwood Hills,D
2174,Wyman Street Southeast,Kirkwood,O
2175,Norwood Road Southeast,Norwood Manor,Z
2176,Ormond Street Southeast,Grant Park,W
2177,Ormewood Avenue Southeast,Grant Park,W
2178,West Manor Lane Southwest,West Manor,I
2179,Hascall Road Northwest,Loring Heights,E
2180,Garden Walk,Princeton Lakes,P
2181,Lynhurst Drive Southwest,Cascade Heights,I
2182,Baker Terrace Northwest,Center Hill,J
2183,Wells Street Southwest,Mechanicsville,V
2184,Connecticut Avenue Northeast,Lake Claire,N
2185,Pulliam Street Southwest,Peoplestown,V
2186,St Johns Avenue Southwest,Lakewood Heights,Y
2187,Arizona Avenue Northeast,Lake Claire,N
2188,Garden Park Drive,Old Fourth Ward,M
2189,Echo Street Northwest,English Avenue,L
2190,Bonaventure Avenue Northeast,Poncey-Highland,N
2191,West Roxboro Road Northeast,Pine Hills,B
2192,Paran Pointe Drive Northwest,Mt. Paran/Northside,A
2193,Virginia Park Drive,Druid Hills,N
2194,Connally Street Southeast,Capitol Gateway,V
2195,Standish Avenue Northwest,Brookwood,E
2196,Sandhill Place SW,Sandlewood Estates,P
2197,Mayland Avenue Southwest,Adair Park,V
2198,Penelope Street Northwest,Penelope Neighbors,J
2199,Lindbergh Drive Northeast,Lindbergh/Morosgo,B
2200,Asbury Lane Southwest,Ben Hill Pines,P
2201,Tift Street Southwest,Adair Park,V
2202,Westview Drive Southwest,Atlanta University Center,T
2203,Flowers Place Northwest,Washington Park,K
2204,Walnut Street Northwest,English Avenue,L
2205,Main Street Northwest,Scotts Crossing,G
2206,Oak Valley Road Northeast,Buckhead Heights,B
2207,Amhurst Drive Northwest,Collier Heights,I
2208,Midway Street Southeast,Leila Valley,Z
2209,Pryor Street,High Point,Y
2210,Avenida Street Southwest,Westview,T
2211,Westminster Drive Northeast,Midtown,E
2212,Defoor Hills Road Northwest,Underwood Hills,D
2213,I 75,Glenrose Heights,Z
2214,Cedar Avenue Northwest,Center Hill,J
2215,Lanier Drive Southwest,Sylvan Hills,X
2216,Fairburn Circle Northwest,Fairburn Heights,H
2217,Fairlane Court Northwest,Fairburn Heights,H
2218,Kipling Drive Northwest,Wildwood (NPU-C),C
2219,Shamrock Circle Southwest,West Manor,I
2220,McKinley Road Northwest,Springlake,C
2221,Saville Street,Princeton Lakes,P
2222,Fairburn Road Southwest,Kings Forest,P
2223,Burchill Street,Sylvan Hills,X
2224,Glenbrook Drive Northwest,Wildwood (NPU-C),C
2225,Sargent Drive Southeast,Lakewood,Z
2226,10th Street Northwest,Georgia Tech,E
2227,Bolton Road,English Park,G
2228,Dodson Drive Southwest,Cascade Heights,I
2229,Boulevard Drive Northeast,Reynoldstown,N
2230,Pine Street Northwest,Downtown,M
2231,Mortimer Place Southeast,Edgewood,O
2232,Avon Avenue Southwest,Cascade Avenue/Road,S
